accession,name,ftp_path
GCA_023374145.1,GCA_023374145.1 ASM2337414v1 Lepidium sativum,
GCA_014362285.1,GCA_014362285.1 Fagus_crenata_1.0 Fagus crenata,
GCA_002079205.1,GCA_002079205.1 ASM207920v1 Phalaenopsis hybrid cultivar,
GCA_001598015.1,GCA_001598015.1 Boea_hygrometrica.v1 Dorcoceras hygrometricum,
GCA_000411095.1,GCA_000411095.1 VEGI_AA_v_1.0 Aethionema arabicum,
GCA_037177215.1,GCA_037177215.1 ASM3717721v1 Asparagus racemosus,
GCA_036897335.1,GCA_036897335.1 ASM3689733v1 Silene vulgaris,
GCA_003724115.2,GCA_003724115.2 FoenVul1.1 Anethum foeniculum,
GCA_032191725.1,GCA_032191725.1 ASM3219172v1 Narcissus pseudonarcissus,
GCA_000180655.1,GCA_000180655.1 ASM18065v1 Amaranthus tuberculatus,
GCA_029990575.1,GCA_029990575.1 ASM2999057v1 Petunia axillaris subsp. axillaris,
GCA_019915185.1,GCA_019915185.1 ASM1991518v1 Eucalyptus camaldulensis,
GCA_029955605.1,GCA_029955605.1 dhQueEnge1.0.hap1 Quercus engelmannii,
GCA_029618585.1,GCA_029618585.1 ASM2961858v1 Citrus australasica,
GCA_040207155.1,GCA_040207155.1 daEryLaci1.0.pri Erythranthe laciniata,
GCA_028583015.1,GCA_028583015.1 Wnob1.0 Wollemia nobilis,
GCA_036785695.1,GCA_036785695.1 ASM3678569v1 Gentiana straminea,
GCA_029007595.1,GCA_029007595.1 CGN18024_1v5_2 Solanum commersonii,
GCA_026261945.1,GCA_026261945.1 ASM2626194v1 Hirschfeldia incana,
GCA_040086895.1,GCA_040086895.1 UAZ_Capgrnd_2 Capsella grandiflora,
GCA_038502445.1,GCA_038502445.1 ASM3850244v1 Eremochloa ophiuroides,
GCA_904845875.1,GCA_904845875.1 Mlu_assembly Miscanthus lutarioriparius,
GCA_019955255.1,GCA_019955255.1 CAUS_2016PP Castanospermum australe,
GCA_034641835.2,GCA_034641835.2 WBP_1.0 Pinus albicaulis,
GCA_019973895.1,GCA_019973895.1 CsGojo-0_v1 Chrysanthemum seticuspe,
GCA_026122585.1,GCA_026122585.1 DCI_ANoc_v1 Anacardium occidentale,
GCA_026898435.1,GCA_026898435.1 MSU_Prunella_vulgaris_1.0 Prunella vulgaris,
GCA_026898455.1,GCA_026898455.1 MSU_Plectranthus_barbatus_1.0 Plectranthus barbatus,
GCA_008326845.1,GCA_008326845.1 VSMuph_r1.0 Vitis x labruscana x Vitis vinifera,
GCA_900406465.1,GCA_900406465.1 ASM90040646v1 Noccaea caerulescens,
GCA_018584345.1,GCA_018584345.1 redcedar-v3 Thuja plicata,
GCA_029295335.1,GCA_029295335.1 ASM2929533v1 Vitis sp.,
GCA_000441515.1,GCA_000441515.1 EO8 Elaeis oleifera,
GCA_038996855.1,GCA_038996855.1 ASM3899685v1 Solanum aculeatissimum,
GCA_027790015.1,GCA_027790015.1 ASM2779001v1 Cymbopogon flexuosus,
GCA_004012085.1,GCA_004012085.1 ASM401208v1 Eugenia uniflora,
GCA_028659135.1,GCA_028659135.1 PL_genome_S119 Plantago lanceolata,
GCA_005406145.1,GCA_005406145.1 CYE_r3.1 Prunus yedoensis,
GCA_029168935.1,GCA_029168935.1 ASM2916893v1 Oxyria digyna,
GCA_030819835.1,GCA_030819835.1 drAcmStri1.0.hap2 Acmispon strigosus,
GCA_024362995.1,GCA_024362995.1 drHetArbu1.0.p Heteromeles arbutifolia,
GCA_036924285.1,GCA_036924285.1 cmAstCali1 Asterella californica,
GCA_024362665.1,GCA_024362665.1 NICEM_padus_1 Prunus padus,
GCA_037127255.1,GCA_037127255.1 ASM3712725v1 Persicaria tinctoria,
GCA_036023115.1,GCA_036023115.1 ASM3602311v1 Brasenia schreberi,
GCA_030449875.1,GCA_030449875.1 ASM3044987v1 Aegle marmelos,
GCA_023212625.1,GCA_023212625.1 ASM2321262v1 Styphnolobium japonicum,
GCA_030760725.1,GCA_030760725.1 lpNeoColu1.0.hap1 Neostapfia colusana,
GCA_036321105.1,GCA_036321105.1 ASM3632110v1 Dracaena cambodiana,
GCA_026122235.1,GCA_026122235.1 UniT_Vmin_1.1 Vinca minor,
GCA_030448935.1,GCA_030448935.1 ASM3044893v1 Citrus cavaleriei,
GCA_900174645.1,GCA_900174645.1 Sal_scaffold_v2 Sonneratia alba,
GCA_036927565.1,GCA_036927565.1 lpTucGree1.0.hap1 Tuctoria greenei,
GCA_014180765.2,GCA_014180765.2 ASM1418076v2 Marchantia paleacea,
GCA_004802465.1,GCA_004802465.1 ASM480246v1 Citrus hindsii,
GCA_003013855.2,GCA_003013855.2 NJFU_Lchi_2.0 Liriodendron chinense,
GCA_019926035.1,GCA_019926035.1 SCU_Malt_1 Melaleuca alternifolia,
GCA_036927795.1,GCA_036927795.1 lsIriMacr1.0.hap1 Iris macrosiphon,
GCA_023529315.1,GCA_023529315.1 Yrk_Pbra_ont_1 Papaver bracteatum,
GCA_030449075.1,GCA_030449075.1 ASM3044907v1 Murraya paniculata,
GCA_017589505.3,GCA_017589505.3 Sago_v3 Metroxylon sagu,
GCA_027705065.1,GCA_027705065.1 ASM2770506v1 Solanum peruvianum,
GCA_011037825.1,GCA_011037825.1 ASM1103782v1 Carya cathayensis,
GCF_004799145.2,GCF_004799145.2 ASM479914v2 Prosopis alba,
GCA_038442645.1,GCA_038442645.1 ASM3844264v1 Agave tequilana,
GCA_002896235.1,GCA_002896235.1 Besev079_v0.3 Cicer reticulatum,
GCA_963454935.2,GCA_963454935.2 ILEXP v3 Ilex paraguariensis,
GCA_001752375.1,GCA_001752375.1 RHA1.0 Rhazya stricta,
GCA_001925005.1,GCA_001925005.1 ASM192500v1 Drosera capensis,
GCA_006547085.1,GCA_006547085.1 Malus_baccata_v1.0 Malus baccata,
GCA_003123805.1,GCA_003123805.1 ASM312380v1 Juglans sigillata,
GCA_008636005.1,GCA_008636005.1 SGA_v2.0 Striga asiatica,
GCA_002312845.1,GCA_002312845.1 K_fedtschenkoi_M2_v1 Kalanchoe fedtschenkoi,
GCA_001649415.1,GCA_001649415.1 ASM164941v1 Musa itinerans,
GCF_000393655.1,GCF_000393655.1 Nsyl Nicotiana sylvestris,
GCA_001602295.1,GCA_001602295.1 ASM160229v1 Zoysia matrella,
GCA_030439765.1,GCA_030439765.1 ASM3043976v1 Tripidium arundinaceum,
GCA_002564525.1,GCA_002564525.1 RMU_r2.0 Rosa multiflora,
GCA_037177235.1,GCA_037177235.1 ASM3717723v1 Aquilaria malaccensis,
GCA_005239535.1,GCA_005239535.1 ASM523953v1 Nicotiana rustica,
GCA_035584095.1,GCA_035584095.1 ASM3558409v1 Annona squamosa,
GCA_018107945.1,GCA_018107945.1 UCR_Dstr_1.4 Datura stramonium,
GCA_009835305.1,GCA_009835305.1 UM_IpPur_1.0 Ipomoea purpurea,
GCA_030144865.1,GCA_030144865.1 CFGB_Tcard_1.0 Tinospora cordifolia,
GCA_902706635.1,GCA_902706635.1 SHERM Striga hermonthica,
GCA_032191745.1,GCA_032191745.1 Pmariana_40-10-1_v1 Picea mariana,
GCA_031762675.1,GCA_031762675.1 ASM3176267v1 Pachysandra terminalis,
GCA_009849755.1,GCA_009849755.1 ASM984975v1 Solanum phureja,
GCA_014822125.1,GCA_014822125.1 UAlgCV_Aunedo_01 Arbutus unedo,
GCA_028571085.2,GCA_028571085.2 ASM2857108v2 Nepenthes alata,
GCA_037833815.1,GCA_037833815.1 ASM3783381v1 Zingiber zerumbet,
GCA_036873715.1,GCA_036873715.1 ASM3687371v1 Salvia sclarea,
GCA_037834125.1,GCA_037834125.1 ASM3783412v1 Lippia alba,
GCA_028566335.1,GCA_028566335.1 ASM2856633v1 Monarda citriodora,
GCA_036897525.1,GCA_036897525.1 ASM3689752v1 Pelargonium x hortorum,
GCA_035668155.1,GCA_035668155.1 ASM3566815v1 Sarracenia purpurea,
GCA_002878655.1,GCA_002878655.1 ASM287865v1 Cissus quadrangularis,
GCA_030819805.1,GCA_030819805.1 daPenNewb1.0.hap2 Penstemon newberryi var. newberryi,
GCA_932364175.1,GCA_932364175.1 Eruca_sativa Eruca vesicaria subsp. sativa,
GCA_947683365.1,GCA_947683365.1 Ep-USBG2016-0302-DRAFT-NextGenCassava-1.0 Euphorbia pulcherrima,
GCA_033996785.1,GCA_033996785.1 ASM3399678v1 Trichosanthes truncata,
GCA_033239125.1,GCA_033239125.1 ASM3323912v1 Fagopyrum homotropicum,
GCF_030987335.1,GCF_030987335.1 ASM3098733v1 Cornus florida,
GCA_033239725.1,GCA_033239725.1 ASM3323972v1 Echinochloa phyllopogon,
GCA_030544215.1,GCA_030544215.1 ASM3054421v1 Zantedeschia hybrid cultivar,
GCA_030270665.1,GCA_030270665.1 Htrionum_1.0 Hibiscus trionum,
GCA_030820535.1,GCA_030820535.1 dhQueParv1.0.hap1 Quercus parvula,
GCA_034814905.1,GCA_034814905.1 PDav_Duke_2022_v1.1 Penstemon davidsonii,
GCA_023349395.1,GCA_023349395.1 dhJugCali1.0.p Juglans californica,
GCA_029990175.1,GCA_029990175.1 Psec_v2_Bern Petunia secreta,
GCA_028535905.1,GCA_028535905.1 dhQueBerb1.0.hap2 Quercus berberidifolia,
GCA_028535165.1,GCA_028535165.1 dhQueTome1.0.hap2 Quercus tomentella,
GCA_023055425.1,GCA_023055425.1 ddLinParr1.0.p Linanthus parryae,
GCA_030761205.1,GCA_030761205.1 ddFreCali1.0.hap2 Fremontodendron californicum,
GCA_030449835.1,GCA_030449835.1 ASM3044983v1 Clausena lansium,
GCA_029955375.1,GCA_029955375.1 drRubParv1.0.hap2 Rubus parviflorus,
GCA_029959085.1,GCA_029959085.1 daNemMenz1.0.hap1 Nemophila menziesii,
GCA_030512225.1,GCA_030512225.1 ASM3051222v1 Rauvolfia tetraphylla,
GCA_019985065.2,GCA_019985065.2 ddArcGlau1.1p Arctostaphylos glauca,
GCA_023055345.1,GCA_023055345.1 dhQueWisl1.0.p Quercus wislizeni,
GCA_029961685.1,GCA_029961685.1 dmAriCali1.0.hap1 Aristolochia californica,
GCA_021018815.1,GCA_021018815.1 HHU_Tfru_1.0 Talinum fruticosum,
GCA_027886185.1,GCA_027886185.1 ASM2788618v1 Rheum nobile,
GCA_027422505.1,GCA_027422505.1 V4 Craterostigma plantagineum,
GCA_029449295.1,GCA_029449295.1 ASM2944929v1 Zea luxurians,
GCA_037957365.1,GCA_037957365.1 ASM3795736v1 Torreya grandis,
GCA_025175665.1,GCA_025175665.1 Cinchona_pubescens_v1.0 Cinchona pubescens,
GCA_026724425.1,GCA_026724425.1 LRSV_Eryivo_v1 Erythrophleum ivorense,
GCA_037954665.1,GCA_037954665.1 ASM3795466v1 Laguncularia racemosa,
GCA_028654335.1,GCA_028654335.1 ASM2865433v1 Alnus rubra,
GCA_037832345.1,GCA_037832345.1 SYSU_Rhmang Rhizophora mangle,
GCA_015342445.1,GCA_015342445.1 DiExil Digitaria exilis,
GCA_030021035.2,GCA_030021035.2 ASM3002103v2 Notholithocarpus densiflorus,
GCA_027943335.1,GCA_027943335.1 COB_r1.0 Chamaecyparis obtusa,
GCA_907163345.1,GCA_907163345.1 Genome assembly of Haberlea rhodopensis Haberlea rhodopensis,
GCF_029017545.1,GCF_029017545.1 ASM2901754v1 Prosopis cineraria,
GCA_024336825.1,GCA_024336825.1 ASM2433682v1 Amorphophallus titanum,
GCA_015832515.1,GCA_015832515.1 SPBU_Bret_1.0 Boechera retrofracta,
GCA_029633175.1,GCA_029633175.1 ASM2963317v1 Citrus glauca,
GCA_025388415.1,GCA_025388415.1 GRF_CWil_1.0 Cynanchum wilfordii,
GCA_003290165.1,GCA_003290165.1 B.thun_GenomeAssembly_v1 Berberis thunbergii,
GCA_024138015.1,GCA_024138015.1 Lumnitzera_littorea_10x_Hi-C Lumnitzera littorea,
GCA_012064385.1,GCA_012064385.1 Puccinellia tenuiflora refer 1.0 Puccinellia tenuiflora,
GCA_004349715.1,GCA_004349715.1 ASM434971v1 Crucihimalaya himalaica,
GCA_021015155.1,GCA_021015155.1 ASM2101515v1 Magnolia officinalis,
GCA_013180625.2,GCA_013180625.2 ASM1318062v2 Boswellia sacra,
GCA_009725065.1,GCA_009725065.1 Urenif-v1 Utricularia reniformis,
GCA_900491605.1,GCA_900491605.1 Calamus_simplicifolius Calamus simplicifolius,
GCA_024364735.1,GCA_024364735.1 CEBAR_Bro_1.0 Boesenbergia rotunda,
GCA_001972305.1,GCA_001972305.1 Cfol_1.0 Cephalotus follicularis,
GCA_029783825.1,GCA_029783825.1 ASM2978382v1 Sapria himalayana,
GCA_011799765.1,GCA_011799765.1 ASM1179976v1 Nymphaea thermarum,
GCA_033002965.1,GCA_033002965.1 BioCurious_Pbet_1.0 Piper betle,
GCA_016808085.1,GCA_016808085.1 ASM1680808v1 Suaeda aralocaspica,
GCA_019297695.1,GCA_019297695.1 ASM1929769v1 Apostasia ramifera,
GCA_900006705.1,GCA_900006705.1 sca Sonneratia caseolaris,
GCA_003123785.1,GCA_003123785.1 ASM312378v1 Pterocarya stenoptera,
GCA_002174775.1,GCA_002174775.1 MC_HNAU_1.0 Macleaya cordata,
GCA_003122765.1,GCA_003122765.1 ASM312276v1 Juglans cathayensis,
GCF_000390325.2,GCF_000390325.2 Ntom_v01 Nicotiana tomentosiformis,
GCA_026074375.1,GCA_026074375.1 Tcoc_v1.0 Tanacetum coccineum,
GCA_026770625.1,GCA_026770625.1 ASM2677062v1 Nicotiana glauca,
GCA_035668315.1,GCA_035668315.1 ASM3566831v1 Drosera spatulata,
GCA_025769935.1,GCA_025769935.1 ASM2576993v1 Phoenix roebelenii,
GCA_910574055.2,GCA_910574055.2 Azfil_double-filtered_wild-strain Azolla filiculoides,
GCA_024708375.1,GCA_024708375.1 oxalis_stricta_v0.1 Oxalis stricta,
GCA_009831015.1,GCA_009831015.1 Se404-851_v1 Picea engelmannii,
GCA_001633215.2,GCA_001633215.2 ASM163321v2 Dichanthelium oligosanthes,
GCA_032619315.1,GCA_032619315.1 KAU_P.longum Piper longum,
GCA_025585075.1,GCA_025585075.1 ASM2558507v1 Nepenthes mirabilis,
GCA_025762735.1,GCA_025762735.1 ASM2576273v1 Platanus orientalis,
GCA_018326385.1,GCA_018326385.1 Fbid_1.0 Flaveria bidentis,
GCA_020521535.1,GCA_020521535.1 Sleprosula_assembly_01 Rubroshorea leprosula,
GCA_032274825.1,GCA_032274825.1 ASM3227482v1 Drosophyllum lusitanicum,
GCA_001662545.1,GCA_001662545.1 ASM166254v1 Rosa x damascena,
GCA_032359685.1,GCA_032359685.1 ASM3235968v1 Pittosporum tobira,
GCA_028566075.1,GCA_028566075.1 ASM2856607v1 Solidago caesia,
GCA_014822095.1,GCA_014822095.1 UALgDiploT.01 Diplotaxis tenuifolia,
GCA_031170775.1,GCA_031170775.1 Ccit.v1.0 Cymbopogon citratus,
GCA_003260245.2,GCA_003260245.2 ASM326024v2 Argania spinosa,
GCA_024759925.1,GCA_024759925.1 ASM2475992v1 Ficus religiosa,
GCA_032274805.1,GCA_032274805.1 ASM3227480v1 Gypsophila paniculata,
GCA_902837555.1,GCA_902837555.1 FRAX13-0.1 Fraxinus velutina,
GCA_900406375.1,GCA_900406375.1 ASM90040637v1 Iberis amara,
GCA_009801015.1,GCA_009801015.1 ASM980101v1 Silene noctiflora,
GCA_002855965.1,GCA_002855965.1 monotropa1.0 Monotropa hypopitys,
GCA_037177395.1,GCA_037177395.1 ASM3717739v1 Alpinia galanga,
GCA_001021135.1,GCA_001021135.1 ASM102113v1 Selaginella kraussiana,
GCA_036897685.1,GCA_036897685.1 ASM3689768v1 Monsonia emarginata,
GCA_036897705.1,GCA_036897705.1 ASM3689770v1 Geranium maderense,
GCA_035584285.1,GCA_035584285.1 ASM3558428v1 Agave angustifolia,
GCA_035668195.1,GCA_035668195.1 ASM3566819v1 Sarracenia psittacina,
GCA_021234465.1,GCA_021234465.1 ASM2123446v1 Dendrobium hybrid cultivar,
GCA_025802395.1,GCA_025802395.1 ASM2580239v1 Oenothera biennis,
GCA_028566195.1,GCA_028566195.1 ASM2856619v1 Sanguinaria canadensis,
GCA_000517285.1,GCA_000517285.1 FOR_r1.1 Fragaria orientalis,
GCA_032274545.1,GCA_032274545.1 ASM3227454v1 Agave americana,
GCA_022495875.1,GCA_022495875.1 ASM2249587v1 Bletilla sinensis,
GCA_032274185.1,GCA_032274185.1 ASM3227418v1 Agave fourcroydes,
GCA_015476445.1,GCA_015476445.1 Crambe_hispanica_v1.1 Crambe hispanica,
GCA_009867345.2,GCA_009867345.2 ASM986734v2 Toxicodendron radicans,
GCA_036936605.1,GCA_036936605.1 dmLimDoug1.0.hap1 Limnanthes douglasii subsp. nivea,
GCA_024653005.1,GCA_024653005.1 ASM2465300v1 Nuphar advena subsp. advena,
GCA_035772735.1,GCA_035772735.1 ASM3577273v1 Datura wrightii,
GCA_038502395.1,GCA_038502395.1 Dgra_v1_pri Dittrichia graveolens,
GCA_029884595.1,GCA_029884595.1 ASM2988459v1 Ormosia semicastrata,
GCA_032173925.1,GCA_032173925.1 Heritiera_fomes_HiFi_genome_assembly Heritiera fomes,
GCA_024138005.1,GCA_024138005.1 Lumnitzera_racemosa_SMRT_Hi-C Lumnitzera racemosa,
GCA_028538565.1,GCA_028538565.1 dmUmbCali1.0.hap2 Umbellularia californica,
GCA_032878935.1,GCA_032878935.1 ASM3287893v1 Erythrophleum fordii,
GCA_033242425.1,GCA_033242425.1 ASM3324242v1 Citrus kinokuni,
GCA_029955455.1,GCA_029955455.1 dhQueAgri1.0.hap1 Quercus agrifolia,
GCA_033242485.1,GCA_033242485.1 ASM3324248v1 Citrus nobilis,
GCA_028554755.1,GCA_028554755.1 ASM2855475v1 Cordia subcordata,
GCA_027704825.1,GCA_027704825.1 ASM2770482v1 Solanum galapagense,
GCA_029929735.1,GCA_029929735.1 Mimpud_MpudA1P6v1 Mimosa pudica,
GCA_037349345.1,GCA_037349345.1 drOemCera1_p1.0 Oemleria cerasiformis,
GCA_025331145.1,GCA_025331145.1 ASM2533114v1 Rosa persica,
GCF_003935025.1,GCF_003935025.1 Abrus_2018 Abrus precatorius,
GCA_037832225.1,GCA_037832225.1 SYSU_Kacand Kandelia candel,
GCA_019022615.1,GCA_019022615.1 ASM1902261v1 Acacia melanoxylon,
GCF_021117445.2,GCF_021117445.2 Sole_v2.1 Syzygium oleosum,
GCA_016920855.1,GCA_016920855.1 Puya125 Puya raimondii,
GCA_030180095.1,GCA_030180095.1 ASM3018009v1 Magnolia changhungtana,
GCA_031772115.1,GCA_031772115.1 ASM3177211v1 Heritiera littoralis,
GCA_023053565.1,GCA_023053565.1 dmAquExim1.0.p Aquilegia eximia,
GCA_035048595.1,GCA_035048595.1 ASM3504859v1 Echinosophora koreensis,
GCA_029817715.1,GCA_029817715.1 ASM2981771v1 Melastoma dodecandrum,
GCA_003260385.1,GCA_003260385.1 Cau_v1.0 Cuscuta australis,
GCA_030449895.1,GCA_030449895.1 ASM3044989v1 Citrus mangshanensis,
GCA_037897445.1,GCA_037897445.1 SYSU_Cezipp Ceriops zippeliana,
GCA_007663325.1,GCA_007663325.1 ASM766332v1 Eucalyptus pauciflora,
GCA_030448925.1,GCA_030448925.1 ASM3044892v1 Citrus hongheensis,
GCA_001182835.1,GCA_001182835.1 Oropetium_genomic_20141112 Oropetium thomaeum,
GCA_014058105.1,GCA_014058105.1 ASM1405810v1 Kingdonia uniflora,
GCA_947645195.1,GCA_947645195.1 PproONT_v1.0 Patellifolia procumbens,
GCA_022828595.1,GCA_022828595.1 ASM2282859v1 Nelumbo lutea,
GCA_020521455.1,GCA_020521455.1 KWZ_r1.0 Prunus kanzakura,
GCA_025461125.1,GCA_025461125.1 ASM2546112v1 Carex kokanica,
GCA_002076135.1,GCA_002076135.1 ASM207613v1 Xerophyta viscosa,
GCA_021464245.1,GCA_021464245.1 ASM2146424v1 Carallia brachiata,
GCA_029721495.1,GCA_029721495.1 ASM2972149v1 Citrus inodora,
GCA_010909165.1,GCA_010909165.1 ASM1090916v1 Anthoceros angustus,
GCA_040286145.1,GCA_040286145.1 ASM4028614v1 Sesamum radiatum,
GCA_037367405.1,GCA_037367405.1 ASM3736740v1 Ottelia alismoides,
GCF_900185275.1,GCF_900185275.1 falcon-dt-bn Solanum verrucosum,
GCA_012490785.1,GCA_012490785.1 MSU_Enin_2.1 Eragrostis nindensis,
GCA_027475595.1,GCA_027475595.1 ASM2747559v1 Populus davidiana x Populus alba var. pyramidalis,
GCA_030441495.1,GCA_030441495.1 Oxon_Daoli_0.3 Dalbergia oliveri,
GCA_021521415.1,GCA_021521415.1 B.hawaiensis_p1.0 Bidens hawaiensis,
GCA_019279435.1,GCA_019279435.1 ASM1927943v1 Zizania palustris,
GCA_003996215.1,GCA_003996215.1 ASM399621v1 Jaltomata sinuosa,
GCA_019208055.1,GCA_019208055.1 TSU_Scap_1 Stipa capillata,
GCA_026119855.1,GCA_026119855.1 ASM2611985v1 Campanula takesimana,
GCA_003255025.1,GCA_003255025.1 ASM325502v1 Datisca glomerata,
GCA_005019695.1,GCA_005019695.1 DCB_TZT_HYBRID.1.1 Trichopus zeylanicus subsp. travancoricus,
GCF_033153095.1,GCF_033153095.1 APGP_CSIRO_Gbil_v1 Gastrolobium bilobum,
GCA_003024785.1,GCA_003024785.1 ASM302478v1 Selaginella tamariscina,
GCA_019650275.1,GCA_019650275.1 assembly01 Xylocarpus granatum,
GCA_023213295.1,GCA_023213295.1 BH-2021.mat Bruguiera hainesii,
GCA_029231665.1,GCA_029231665.1 JNU_Mind_1.1 Morus indica,
GCA_910822075.1,GCA_910822075.1 dSenSqu2.1 Senecio squalidus,
GCA_020141445.1,GCA_020141445.1 ASM2014144v1 Bruguiera sexangula,
GCA_015708895.1,GCA_015708895.1 ASM1570889v1 Populus ilicifolia,
GCA_020283515.1,GCA_020283515.1 Apet_EFCC3-3-20v4 Alliaria petiolata,
GCA_006409495.1,GCA_006409495.1 Sedum_album_v3 Sedum album,
GCA_032173675.1,GCA_032173675.1 CSIRO_AGI_Gvil_v1 Gastrolobium villosum,
GCA_002786265.1,GCA_002786265.1 ASM278626v1 Apostasia shenzhenica,
GCA_001687005.1,GCA_001687005.1 ASM168700v1 Chenopodium pallidicaule,
GCA_036873465.1,GCA_036873465.1 4AgS Thinopyrum obtusiflorum,
GCA_029582245.1,GCA_029582245.1 etb0161 Solanum etuberosum,
GCA_019776045.1,GCA_019776045.1 xB_Genome.1.0 Brassica rapa x Raphanus sativus,
GCA_002914845.1,GCA_002914845.1 TorRG33x02_asm01 Trema orientale,
GCF_002168275.1,GCF_002168275.1 ASM216827v2 Herrania umbratica,
GCA_015680685.1,GCA_015680685.1 Gmon01 Gnetum montanum,
GCA_002018475.1,GCA_002018475.1 NIOBT.version3 Nicotiana obtusifolia,
GCA_003123825.1,GCA_003123825.1 ASM312382v1 Juglans hindsii,
GCA_900631875.1,GCA_900631875.1 DioSan_Chloro Dioscorea sansibarensis,
GCA_022059035.1,GCA_022059035.1 Vitisrupestris_B38 Vitis rupestris,
GCA_026573535.1,GCA_026573535.1 ASM2657353v1 Eucalyptus polybractea,
GCA_020615895.1,GCA_020615895.1 ASM2061589v1 Ceriops decandra,
GCA_005239495.1,GCA_005239495.1 ASM523949v1 Nicotiana undulata,
GCA_011039315.1,GCA_011039315.1 ASM1103931v1 Vitis labrusca,
GCA_036250505.1,GCA_036250505.1 acl2297 Solanum acaule,
GCA_963692815.1,GCA_963692815.1 Parijat Nyctanthes arbor-tristis,
GCA_007407185.1,GCA_007407185.1 G_tom_03Nov2016_Ncxrf_filtered Glycine tomentella,
GCA_019149425.1,GCA_019149425.1 CENIBiot_Cas_1.0 Psidium friedrichsthalianum,
GCA_036873735.1,GCA_036873735.1 ASM3687373v1 Pouteria campechiana,
GCA_011800125.2,GCA_011800125.2 ASM1180012v2 Solanum clarkiae,
GCA_000696445.1,GCA_000696445.1 Aquilaria_agallocha_v1 Aquilaria agallochum,
GCA_022839385.1,GCA_022839385.1 AKIK1p1_r1.0 Asparagus kiusianus,
GCA_001647135.1,GCA_001647135.1 ASM164713v1 Pontederia paniculata,
GCA_000411055.1,GCA_000411055.1 VEGI_LA_v_1.0 Leavenworthia alabamica,
GCA_035584115.1,GCA_035584115.1 ASM3558411v1 Cedrela odorata,
GCA_008931105.1,GCA_008931105.1 ASM893110v1 Oenanthe javanica,
GCA_036250385.1,GCA_036250385.1 MCD95x4 Solanum microdontum,
GCA_000411075.1,GCA_000411075.1 VEGI_SI_v_1.0 Sisymbrium irio,
GCA_026544285.1,GCA_026544285.1 ASM2654428v1 Pachyrhizus erosus,
GCA_000715115.1,GCA_000715115.1 Noto Nicotiana otophora,
GCA_034509205.1,GCA_034509205.1 ASM3450920v1 Ceratonia siliqua,
GCA_025642045.1,GCA_025642045.1 ASM2564204v1 Solanum sejunctum,
GCA_001753735.1,GCA_001753735.1 Embelia_ribes_ER1_v1 Embelia ribes,
GCA_028565735.1,GCA_028565735.1 ASM2856573v1 Pinacopodium congolense,
GCA_014578085.1,GCA_014578085.1 Cresedifolia_CH_v1 Cardamine resedifolia,
GCA_036250425.1,GCA_036250425.1 Ssca1 Stylosanthes scabra,
GCA_036897625.1,GCA_036897625.1 ASM3689762v1 Pelargonium cotyledonis,
GCA_000441915.1,GCA_000441915.1 GenAur_1.0 Genlisea aurea,
GCA_023529015.1,GCA_023529015.1 Yrk_Pnu_10X_1 Papaver nudicaule,
GCA_028566635.1,GCA_028566635.1 ASM2856663v1 Lobelia cardinalis,
GCA_036897465.1,GCA_036897465.1 ASM3689746v1 Pelargonium australe,
GCA_036897725.1,GCA_036897725.1 ASM3689772v1 Erodium texanum,
GCA_036897665.1,GCA_036897665.1 ASM3689766v1 Pelargonium citronellum,
GCA_026873985.1,GCA_026873985.1 TDU_SM_1.0.fasta Saraca asoca,
GCA_029448705.1,GCA_029448705.1 ASM2944870v1 Adansonia digitata,
GCA_028566155.1,GCA_028566155.1 ASM2856615v1 Quercus phellos,
GCA_036250525.1,GCA_036250525.1 spp2010 Solanum hybrid cultivar,
GCA_011763485.2,GCA_011763485.2 ASM1176348v2 Isoetes engelmannii,
GCA_024520955.1,GCA_024520955.1 ASM2452095v1 Erythroxylum bequaertii,
GCA_025631255.1,GCA_025631255.1 ASM2563125v1 Cornus kousa,
GCA_028566515.2,GCA_028566515.2 ASM2856651v2 Pyracantha coccinea,
GCA_036897585.1,GCA_036897585.1 ASM3689758v1 Francoa sonchifolia,
GCA_018983105.1,GCA_018983105.1 ASM1898310v1 Silene uniflora,
GCA_036897745.1,GCA_036897745.1 ASM3689774v1 Erodium moschatum,
GCA_949634005.1,GCA_949634005.1 SAMN08770392-DRAFT-NextGenCassava-1.0 Mallotus japonicus,
GCA_032274785.1,GCA_032274785.1 ASM3227478v1 Ajuga reptans,
GCA_036897765.1,GCA_036897765.1 ASM3689776v1 Erodium chrysanthum,
GCA_026257165.2,GCA_026257165.2 ASM2625716v2 Telfairia occidentalis,
GCA_027564415.1,GCA_027564415.1 ASM2756441v1 Erythroxylum macrophyllum,
GCA_036897605.1,GCA_036897605.1 ASM3689760v1 Melianthus villosus,
GCA_010015005.3,GCA_010015005.3 ASM1001500v3 Ulmus americana,
GCA_015708375.1,GCA_015708375.1 ASM1570837v1 Cydonia oblonga,
GCA_028566175.1,GCA_028566175.1 ASM2856617v1 Vinca major,
GCA_025802135.1,GCA_025802135.1 ASM2580213v1 Lagerstroemia fauriei,
GCA_002024485.1,GCA_002024485.1 Acamansi1.0 Artocarpus camansi,
GCA_036898025.1,GCA_036898025.1 ASM3689802v1 Hypseocharis bilobata,
GCA_035048425.1,GCA_035048425.1 ASM3504842v1 Artemisia princeps,
